Year,District,Hour_0,Hour_1,Hour_2,Hour_3,Hour_4,Hour_5,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_18,Hour_19,Hour_20,Hour_21,Hour_22,Hour_23,Hour_0_WeaponPercentage,Hour_1_WeaponPercentage,Hour_2_WeaponPercentage,Hour_3_WeaponPercentage,Hour_4_WeaponPercentage,Hour_5_WeaponPercentage,Hour_6_WeaponPercentage,Hour_7_WeaponPercentage,Hour_8_WeaponPercentage,Hour_9_WeaponPercentage,Hour_10_WeaponPercentage,Hour_11_WeaponPercentage,Hour_12_WeaponPercentage,Hour_13_WeaponPercentage,Hour_14_WeaponPercentage,Hour_15_WeaponPercentage,Hour_16_WeaponPercentage,Hour_17_WeaponPercentage,Hour_18_WeaponPercentage,Hour_19_WeaponPercentage,Hour_20_WeaponPercentage,Hour_21_WeaponPercentage,Hour_22_WeaponPercentage,Hour_23_WeaponPercentage,Hour_0_MostUsedWeapon,Hour_1_MostUsedWeapon,Hour_2_MostUsedWeapon,Hour_3_MostUsedWeapon,Hour_4_MostUsedWeapon,Hour_5_MostUsedWeapon,Hour_6_MostUsedWeapon,Hour_7_MostUsedWeapon,Hour_8_MostUsedWeapon,Hour_9_MostUsedWeapon,Hour_10_MostUsedWeapon,Hour_11_MostUsedWeapon,Hour_12_MostUsedWeapon,Hour_13_MostUsedWeapon,Hour_14_MostUsedWeapon,Hour_15_MostUsedWeapon,Hour_16_MostUsedWeapon,Hour_17_MostUsedWeapon,Hour_18_MostUsedWeapon,Hour_19_MostUsedWeapon,Hour_20_MostUsedWeapon,Hour_21_MostUsedWeapon,Hour_22_MostUsedWeapon,Hour_23_MostUsedWeapon
2020,West LA,394,247,201,195,163,133,124,183,426,358,401,394,696,471,474,522,574,637,591,458,501,423,368,335,16.751269035532996,26.31578947368421,29.35323383084577,18.461538461538463,15.950920245398773,22.55639097744361,23.387096774193548,28.415300546448087,18.30985915492958,18.156424581005588,25.187032418952622,22.33502538071066,18.103448275862068,26.11464968152866,23.839662447257385,22.988505747126435,24.041811846689896,19.937205651491364,19.796954314720814,26.200873362445414,23.75249500998004,32.860520094562645,24.184782608695652,27.46268656716418,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE
2020,West Valley,330,242,211,182,151,137,160,173,313,316,336,306,596,402,398,414,400,460,475,443,431,455,390,330,32.72727272727273,42.97520661157025,27.96208530805687,28.57142857142857,19.205298013245034,23.357664233576642,20.0,27.167630057803464,25.878594249201274,27.848101265822784,27.083333333333332,36.27450980392157,23.322147651006713,35.07462686567165,25.879396984924625,34.05797101449276,30.25,28.47826086956522,31.57894736842105,33.40857787810384,33.4106728538283,38.02197802197802,34.87179487179487,35.75757575757576,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE
2020,Wilshire,329,197,187,165,147,120,186,196,307,345,420,402,701,462,541,584,563,606,553,537,503,429,406,319,32.52279635258359,35.53299492385787,29.946524064171122,21.818181818181817,28.57142857142857,28.333333333333332,24.731182795698924,25.510204081632654,28.990228013029316,33.91304347826087,28.57142857142857,32.33830845771145,19.828815977175463,31.38528138528138,29.20517560073937,27.56849315068493,28.95204262877442,23.26732673267327,30.018083182640144,30.726256983240223,33.59840954274354,32.634032634032636,34.72906403940887,33.22884012539185,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE
2021,77th Street,536,397,363,300,238,229,304,350,504,442,541,577,824,582,596,658,640,730,757,732,712,749,670,597,53.17164179104478,59.44584382871536,55.64738292011019,56.666666666666664,49.57983193277311,44.97816593886463,40.46052631578947,41.714285714285715,42.06349206349206,42.76018099547511,49.53789279112754,51.64644714038128,46.480582524271846,51.03092783505154,53.85906040268457,52.27963525835866,50.0,47.80821917808219,48.87714663143989,52.459016393442624,53.37078651685393,52.20293724966623,49.701492537313435,53.936348408710224,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE
2021,Central,507,416,397,316,247,250,298,386,475,486,554,596,835,601,608,733,659,712,729,687,748,650,651,586,47.928994082840234,50.96153846153846,52.896725440806044,53.16455696202531,50.20242914979757,48.4,45.302013422818796,42.2279792746114,41.68421052631579,46.913580246913575,43.86281588447653,42.281879194630875,35.808383233532936,42.26289517470882,43.91447368421053,38.199181446111865,40.819423368740516,37.359550561797754,34.01920438957476,36.24454148471616,36.49732620320856,36.92307692307693,39.477726574500764,44.88054607508533,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE
2021,Devonshire,312,219,186,185,163,113,168,202,348,287,387,343,644,395,419,467,465,509,515,527,436,448,373,344,32.69230769230769,35.15981735159817,27.956989247311824,21.62162162162162,22.085889570552148,19.469026548672566,20.238095238095237,20.2970297029703,22.701149425287355,26.132404181184672,19.379844961240313,23.323615160349853,21.11801242236025,22.531645569620252,25.53699284009546,29.1220556745182,26.451612903225808,24.557956777996072,28.155339805825243,25.806451612903224,31.19266055045872,28.794642857142854,29.49061662198391,32.26744186046512,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE
2021,Foothill,248,206,153,164,123,123,156,175,266,256,271,327,534,366,340,353,396,408,406,371,411,326,336,295,48.79032258064516,39.32038834951456,39.21568627450981,40.853658536585364,29.268292682926827,26.01626016260163,31.41025641025641,27.42857142857143,28.57142857142857,31.25,36.53136531365313,35.47400611620795,27.340823970037455,25.683060109289617,37.05882352941177,29.745042492917843,34.090909090909086,26.96078431372549,26.84729064039409,35.84905660377358,37.95620437956204,34.66257668711656,38.69047619047619,41.35593220338983,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE
2021,Harbor,385,239,239,208,160,160,186,274,325,317,401,385,545,392,418,391,445,551,491,469,502,503,470,354,36.103896103896105,40.1673640167364,38.07531380753138,38.94230769230769,30.0,27.500000000000004,24.731182795698924,28.832116788321166,32.92307692307692,38.170347003154575,34.66334164588529,37.922077922077925,31.009174311926607,35.96938775510204,33.49282296650718,35.54987212276215,39.325842696629216,32.12341197822142,34.21588594704684,33.90191897654584,34.66135458167331,41.35188866799205,42.12765957446808,38.983050847457626,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE
2021,Hollenbeck,307,241,216,173,156,167,185,211,262,231,344,321,438,383,380,381,431,461,492,456,516,444,434,333,43.32247557003257,48.13278008298755,45.370370370370374,36.41618497109826,26.923076923076923,28.143712574850298,30.270270270270274,27.014218009478675,29.770992366412212,37.66233766233766,31.3953488372093,42.99065420560748,33.56164383561644,41.514360313315926,37.10526315789473,36.22047244094488,35.266821345707655,32.53796095444685,34.146341463414636,38.15789473684211,42.44186046511628,43.69369369369369,41.935483870967744,40.54054054054054,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE
2021,Hollywood,569,462,404,288,253,261,250,267,373,448,537,522,807,590,540,629,630,593,580,600,603,599,629,624,43.936731107205624,48.701298701298704,58.91089108910891,50.69444444444444,47.03557312252965,49.42528735632184,46.800000000000004,43.445692883895134,40.75067024128686,35.9375,38.361266294227185,35.63218390804598,32.71375464684015,40.0,41.85185185185185,36.56597774244833,42.06349206349206,34.73861720067454,35.3448275862069,36.333333333333336,38.97180762852405,41.40233722871452,41.65341812400636,42.94871794871795,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE
2021,Mission,312,218,193,187,162,133,192,235,290,283,339,339,592,351,394,421,436,470,466,450,459,424,448,381,36.858974358974365,44.4954128440367,33.67875647668394,34.75935828877005,31.48148148148148,21.804511278195488,26.5625,25.53191489361702,25.17241379310345,22.968197879858657,25.073746312684364,30.973451327433626,25.675675675675674,31.62393162393162,34.263959390862944,28.741092636579573,34.403669724770644,33.829787234042556,36.05150214592275,33.77777777777778,36.165577342047925,40.33018867924528,38.61607142857143,40.419947506561684,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE
2021,N Hollywood,419,353,301,277,221,223,219,275,379,365,489,480,719,465,521,588,531,633,666,596,614,560,532,464,33.17422434367542,37.6770538243626,31.893687707641195,29.96389891696751,21.71945701357466,21.076233183856502,22.831050228310502,27.27272727272727,27.176781002638524,22.465753424657535,25.562372188139058,29.791666666666668,23.783031988873436,26.236559139784948,26.48752399232246,27.55102040816326,23.91713747645951,27.014218009478675,22.07207207207207,25.671140939597315,26.87296416938111,29.464285714285715,28.383458646616543,32.974137931034484,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE
2021,Newton,373,350,256,218,191,174,201,255,375,367,405,416,601,446,490,473,526,605,634,564,560,496,490,397,45.84450402144772,48.0,48.046875,39.908256880733944,37.696335078534034,35.63218390804598,37.3134328358209,36.07843137254902,36.266666666666666,40.87193460490463,45.67901234567901,44.47115384615385,37.2712146422629,46.18834080717489,46.73469387755102,48.20295983086681,49.619771863117876,43.80165289256198,42.11356466876971,38.12056737588653,42.5,39.516129032258064,40.40816326530612,45.5919395465995,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE
2021,Northeast,399,224,177,190,157,154,181,242,324,358,394,409,651,445,477,508,519,528,564,546,527,489,440,406,32.83208020050125,33.92857142857143,25.423728813559322,36.31578947368421,22.929936305732486,18.181818181818183,19.337016574585636,28.92561983471074,20.37037037037037,27.37430167597765,24.873096446700508,28.606356968215156,21.812596006144393,29.438202247191008,25.78616352201258,23.031496062992126,25.240847784200387,23.674242424242426,25.53191489361702,26.190476190476193,29.98102466793169,30.470347648261757,32.27272727272727,34.23645320197045,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE
2021,Olympic,396,347,304,243,234,195,235,241,391,421,485,489,746,485,510,514,570,595,623,574,575,542,579,503,39.64646464646464,47.262247838616716,46.381578947368425,39.09465020576132,36.324786324786324,41.02564102564102,37.4468085106383,35.26970954356847,29.411764705882355,30.403800475059384,36.28865979381443,38.036809815950924,31.769436997319033,40.20618556701031,36.86274509803922,37.7431906614786,31.2280701754386,34.11764705882353,31.13964686998395,37.45644599303136,41.04347826086956,38.74538745387454,37.82383419689119,41.5506958250497,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE
2021,Pacific,474,340,324,299,236,266,296,348,449,441,558,527,900,586,628,680,711,769,710,681,705,673,658,602,31.434599156118143,31.470588235294116,31.48148148148148,27.424749163879596,24.576271186440678,24.43609022556391,21.95945945945946,26.72413793103448,26.7260579064588,27.43764172335601,25.985663082437277,28.842504743833018,20.666666666666668,29.351535836177472,25.636942675159236,27.058823529411764,29.676511954992968,24.967490247074124,25.211267605633804,27.45961820851689,29.078014184397162,30.75780089153046,28.267477203647417,30.23255813953488,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,OTHER WEAPON,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE
2021,Rampart,389,281,253,182,181,154,176,252,345,395,402,400,541,398,439,462,475,547,575,548,563,500,533,430,50.128534704370175,54.092526690391466,53.359683794466406,48.35164835164835,51.38121546961326,44.15584415584416,39.20454545454545,39.682539682539684,40.57971014492754,39.49367088607595,43.78109452736319,44.5,38.817005545286506,45.22613065326633,45.10250569476082,40.692640692640694,43.368421052631575,38.20840950639854,38.08695652173913,38.32116788321168,43.3392539964476,48.4,44.090056285178235,45.348837209302324,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE
2021,Southeast,427,309,240,225,178,179,207,261,378,339,441,443,536,486,486,543,535,617,616,626,656,571,570,503,48.24355971896955,49.51456310679612,51.66666666666667,52.44444444444445,44.9438202247191,51.955307262569825,38.164251207729464,39.46360153256705,43.65079365079365,50.442477876106196,49.2063492063492,46.95259593679458,39.365671641791046,49.382716049382715,54.52674897119342,48.06629834254144,51.214953271028044,50.89141004862236,47.24025974025974,45.846645367412144,50.30487804878049,48.86164623467601,42.80701754385965,49.70178926441352,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE
2021,Southwest,476,296,242,205,172,175,205,305,472,384,513,494,724,568,578,577,610,673,695,682,647,639,555,477,42.857142857142854,51.35135135135135,49.586776859504134,42.926829268292686,38.95348837209303,36.0,29.268292682926827,40.65573770491803,29.66101694915254,38.28125,38.01169590643275,40.688259109311744,38.12154696132597,44.190140845070424,45.15570934256055,41.94107452339688,42.950819672131146,40.41604754829123,38.56115107913669,41.78885630498534,42.96754250386399,43.66197183098591,43.78378378378379,44.44444444444444,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE
2021,Topanga,270,236,215,197,156,127,155,165,278,335,387,361,770,368,436,485,455,524,529,489,509,400,401,309,32.96296296296296,37.71186440677966,41.3953488372093,37.56345177664975,24.358974358974358,23.62204724409449,18.064516129032256,27.27272727272727,19.784172661870503,20.8955223880597,25.064599483204137,26.869806094182824,19.090909090909093,24.728260869565215,24.08256880733945,26.5979381443299,25.934065934065938,25.763358778625957,23.81852551984877,25.153374233128833,28.880157170923383,32.25,32.917705735660846,39.15857605177994,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE
2021,Van Nuys,348,287,222,221,161,163,185,196,282,323,367,418,648,378,429,441,428,494,529,482,476,461,377,351,28.160919540229884,27.874564459930312,35.585585585585584,29.86425339366516,30.434782608695656,26.993865030674847,31.891891891891895,26.53061224489796,28.723404255319153,24.148606811145513,26.158038147138964,31.57894736842105,23.14814814814815,28.04232804232804,29.37062937062937,22.90249433106576,27.102803738317753,24.089068825910932,25.51984877126654,23.651452282157674,35.924369747899156,27.54880694143167,32.62599469496021,31.62393162393162,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE
2021,West LA,380,231,226,196,167,161,193,205,430,360,491,441,761,490,531,508,562,610,652,543,509,483,411,338,22.894736842105264,31.601731601731604,29.646017699115045,22.448979591836736,22.75449101796407,19.875776397515526,21.243523316062177,28.780487804878046,20.232558139534884,24.72222222222222,24.43991853360489,22.90249433106576,18.922470433639948,29.591836734693878,24.670433145009415,25.393700787401574,23.843416370106763,24.098360655737704,19.938650306748464,23.941068139963168,28.094302554027507,22.15320910973085,22.871046228710462,25.14792899408284,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE
2021,West Valley,343,266,237,212,170,167,158,184,335,288,373,373,644,377,397,427,438,448,500,474,441,488,416,359,34.11078717201166,31.954887218045116,31.645569620253166,33.9622641509434,30.0,22.75449101796407,18.9873417721519,29.891304347826086,23.283582089552237,24.65277777777778,31.099195710455763,31.36729222520107,23.75776397515528,36.07427055702917,29.72292191435768,29.97658079625293,31.7351598173516,31.026785714285715,29.4,32.48945147679325,29.47845804988662,32.17213114754098,32.45192307692308,32.86908077994429,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE
2021,Wilshire,328,259,224,195,197,168,180,214,353,325,443,417,744,476,493,518,572,616,643,544,538,477,441,354,28.04878048780488,34.74903474903475,34.375,26.153846153846157,36.54822335025381,19.047619047619047,18.88888888888889,28.037383177570092,19.8300283286119,25.538461538461537,27.99097065462754,30.935251798561154,20.833333333333336,30.88235294117647,29.411764705882355,24.324324324324326,29.72027972027972,27.110389610389614,25.038880248833596,27.389705882352942,27.509293680297397,33.123689727463315,34.69387755102041,35.31073446327684,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE
2022,77th Street,722,540,350,386,284,270,513,466,596,554,601,704,1054,648,636,694,669,715,748,688,687,723,642,589,35.3185595567867,46.85185185185185,54.285714285714285,47.40932642487047,47.183098591549296,35.55555555555556,21.832358674463936,31.97424892703863,40.604026845637584,44.4043321299639,41.26455906821963,43.03977272727273,34.72485768500949,53.54938271604939,51.257861635220124,55.18731988472623,56.80119581464873,51.048951048951054,47.72727272727273,52.32558139534884,51.2372634643377,49.100968188105114,57.009345794392516,53.98981324278438,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE
2022,Central,672,703,496,384,341,329,428,500,619,634,758,801,1101,777,792,836,833,869,1132,1072,988,838,906,813,41.36904761904761,48.22190611664296,51.00806451612904,55.208333333333336,45.16129032258064,40.72948328267477,28.504672897196258,39.2,38.77221324717286,37.69716088328076,36.80738786279684,35.33083645443196,29.70027247956403,40.7979407979408,41.035353535353536,40.66985645933015,39.85594237695078,34.52243958573072,28.886925795053003,27.89179104477612,31.072874493927127,36.15751789976134,32.671081677704194,37.269372693726936,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE
2022,Devonshire,381,236,260,229,167,179,214,223,440,332,411,408,775,442,462,518,483,557,562,484,525,463,429,318,28.083989501312335,26.27118644067797,26.153846153846157,24.890829694323145,17.964071856287426,15.083798882681565,18.69158878504673,21.973094170403588,16.363636363636363,24.397590361445783,28.710462287104622,25.0,21.032258064516128,30.995475113122172,22.51082251082251,28.185328185328185,29.19254658385093,25.134649910233392,24.02135231316726,24.173553719008265,27.61904761904762,30.669546436285096,32.400932400932405,32.38993710691824,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE,BRUTE FORCE
